OBJECTID,WSSN,SYSTEM,TYPE,APPROVAL_D,michiganWE,ShapeSTAre,ShapeSTLen,ORIG_FID,POINT_X,POINT_Y
1490,2004226,Skeels Christian School,Type 2 Provisional Wellhead Protection Area,4/23/2012,,9016363.610180000000000,13447.975024400000000,1489,-84.60007135750,44.10297487080
1491,2011426,Gladwin Comm Schools,Type 2 Provisional Wellhead Protection Area,4/23/2012,,4264353.564010000000000,8968.811640950000000,1490,-84.53980059460,43.98198670650
1492,2044026,Lyle Industries Inc,Type 2 Provisional Wellhead Protection Area,4/23/2012,,5398254.820730000000000,10073.498356600000000,1491,-84.54593658190,43.82633119340
1493,2002006,Sterling Elementary School,Type 2 Provisional Wellhead Protection Area,4/23/2012,,498399.352453000000000,2673.558527090000000,1492,-84.02843114760,44.03572269440
1494,2016106,Sterling Health Center,Type 2 Provisional Wellhead Protection Area,4/23/2012,,571875.356350000000000,3021.127539520000000,1493,-84.01516685960,44.03594332800
1495,2000206,Standish-Sterling Middle Sch,Type 2 Provisional Wellhead Protection Area,4/23/2012,,891478.334645000000000,3928.255415830000000,1494,-83.96466755520,44.01478850730
1496,2020706,Standish-Sterling High School,Type 2 Provisional Wellhead Protection Area,4/23/2012,,901557.711877000000000,4214.549763000000000,1495,-83.95656238260,44.01661268510
1497,2019706,Bay Arenac ISD,Type 2 Provisional Wellhead Protection Area,4/23/2012,,296166.538954000000000,2010.634050850000000,1496,-83.88864982720,43.98430772330
1498,2003656,Huhtamaki Plastics Inc,Type 2 Provisional Wellhead Protection Area,4/24/2012,,1531879.776570000000000,4914.473918610000000,1497,-84.60564540480,43.75960867920
1499,2003256,Robinson Industries,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2892804.473330000000000,6728.184975300000000,1498,-84.49763451120,43.80173139600
1500,2006856,Robinson Industries,Type 2 Provisional Wellhead Protection Area,4/24/2012,,6748751.681590000000000,10562.432301500000000,1499,-84.50138414590,43.75006010470
1501,2008556,Kids Time,Type 2 Provisional Wellhead Protection Area,4/24/2012,,4378925.216230000000000,9495.477359080000000,1500,-84.56932530370,43.71796062740
1502,2002156,West Midland Family Center,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2502268.584730000000000,6937.171884020000000,1501,-84.53847899560,43.61433422480
1503,2007756,Three Rivers Corporation,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2228445.340920000000000,6280.399004080000000,1502,-84.24616821840,43.68256137800
1504,2001156,Consumers Energy,Type 2 Provisional Wellhead Protection Area,4/24/2012,,4324637.159910000000000,7603.683968760000000,1503,-84.24180560620,43.56797303360
1505,2008256,Three Rivers Corp Pipe Shop,Type 2 Provisional Wellhead Protection Area,4/24/2012,,1791282.284260000000000,5930.902398120000000,1504,-84.24586335520,43.68173198510
1506,2003937,Weidman Elementary School,Type 2 Provisional Wellhead Protection Area,4/24/2012,,5430757.703240000000000,10329.517626100000000,1505,-84.99568693800,43.69189247740
1507,2013637,Randell Manufacturing Inc,Type 2 Provisional Wellhead Protection Area,4/24/2012,,5470622.168590000000000,9416.652790480000000,1506,-84.99848766040,43.62682080600
1508,2014237,Bandit Industries,Type 2 Provisional Wellhead Protection Area,7/13/2015,,1800621.572150000000000,6578.174437120000000,1507,-84.98965228220,43.56118053550
1509,2004537,Winn Elementary School,Type 2 Provisional Wellhead Protection Area,4/24/2012,,1889980.855210000000000,5031.900772060000000,1508,-84.90701596890,43.52310069890
1510,2003137,Morbark Industries,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2301136.945550000000000,5518.557387650000000,1509,-84.91117507500,43.51817864990
1511,2015637,Morey Charter School,Type 2 Provisional Wellhead Protection Area,4/24/2012,,1885097.103490000000000,5037.340481060000000,1510,-84.86031063990,43.52568626630
1512,2016037,McDonalds Restaurant,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2449157.604450000000000,6585.157668470000000,1511,-84.68909705690,43.52063954980
1513,2013037,Odyssey High School,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2136922.295090000000000,5797.037465380000000,1512,-84.65478959160,43.59097122490
1514,2004137,Rosebush Elementary,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2533800.471540000000000,6698.189441420000000,1513,-84.77878751280,43.69768371230
1515,2004237,St Joseph Church,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2677278.220300000000000,7434.050841570000000,1514,-84.91929041060,43.67822372670
1516,2004037,Beal City Public Schools,Type 2 Provisional Wellhead Protection Area,4/24/2012,,2724694.808570000000000,7492.505590400000000,1515,-84.92216365220,43.67676612020
1517,2009673,St Peters Lutheran School,Type 2 Provisional Wellhead Protection Area,11/1/2012,,2058676.928560000000000,6226.269162590000000,1516,-84.21838591330,43.44356946610
1518,2018573,Kids & Us,Type 2 Provisional Wellhead Protection Area,11/1/2012,,2300115.825750000000000,6561.055500790000000,1517,-84.21547304380,43.41709251840
1519,2009473,Saint Johns Lutheran Church,Type 2 Provisional Wellhead Protection Area,11/1/2012,,2498805.094930000000000,6739.774747300000000,1518,-84.21056350840,43.39158460110
1520,2016173,Shay Water Company,Type 2 Provisional Wellhead Protection Area,11/1/2012,,2529602.243160000000000,6581.098024190000000,1519,-84.31873399600,43.41650191160
1521,2009773,Merrill Elementary School,Type 2 Provisional Wellhead Protection Area,11/1/2012,,1890339.428600000000000,5561.564079340000000,1520,-84.34290284550,43.40640294730
1522,2010073,Merrill High School,Type 2 Provisional Wellhead Protection Area,11/1/2012,,1911200.744300000000000,5683.982630190000000,1521,-84.34687565240,43.40794538380
1523,2012473,Christ Evan Lutheran Church,Type 2 Provisional Wellhead Protection Area,11/1/2012,,3538710.348580000000000,8357.659192000000000,1522,-84.22529276490,43.17811348460
1524,2015473,McDonalds of Chesaning,Type 2 Provisional Wellhead Protection Area,11/1/2012,,3329580.303320000000000,7167.408448140000000,1523,-84.17324794760,43.17976319270
1525,2018773,St Michaels Church,Type 2 Provisional Wellhead Protection Area,11/1/2012,,3911828.512500000000000,7742.058498190000000,1524,-83.99759837180,43.15513545130
1526,2012873,Merrill Middle School,Type 2 Provisional Wellhead Protection Area,11/1/2012,,1720378.809950000000000,5523.027096200000000,1525,-84.34796445750,43.40737541820
1527,2032679,Akron-Fairgrove High School,Type 2 Provisional Wellhead Protection Area,11/8/2012,,3254618.313360000000000,7379.415011850000000,1526,-83.53035024790,43.54291273750
1528,2066279,Deford Community Church,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4812433.186280000000000,8700.498027450000000,1527,-83.18437465100,43.50508772520
1529,2071479,St Lukes Lutheran School,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4449114.521370000000000,8410.237338670000000,1528,-83.59368941750,43.38595799240
1530,2101079,Steve Cook's Chevrolet,Type 2 Provisional Wellhead Protection Area,11/8/2012,,5033984.577760000000000,8701.240789540000000,1529,-83.60018764150,43.38374308860
1531,2100179,Tuscola County Road Commission,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4218970.027050000000000,9473.072864400000000,1530,-83.37604352450,43.45203518750
1532,2039179,Juniata Baptist Christian School,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4895612.773090000000000,9904.796314900000000,1531,-83.44935647160,43.34047968240
1533,2045279,Kids Club Day Care,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4218478.823830000000000,9472.521663180000000,1532,-83.37619883160,43.44846117510
1534,2103179,Caro Church of Christ,Type 2 Provisional Wellhead Protection Area,11/8/2012,,4218893.631420000000000,9472.986912610000000,1533,-83.37700767620,43.45146634160
1535,2003432,Dept of Human Services FIA,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1706061.431810000000000,4767.265177410000000,1534,-82.94859980120,43.80154882250
1536,2009832,Northgate Shopping Center,Type 2 Provisional Wellhead Protection Area,4/23/2012,,2039374.401490000000000,5131.075451000000000,1535,-83.00159338940,43.80817036370
1537,2013832,Huron Medical Center,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1528878.092810000000000,4462.615151090000000,1536,-83.03000543480,43.80133915610
1538,2025032,Huron Behavorial Health,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1497131.189950000000000,4410.402935920000000,1537,-83.03141672550,43.80090538210
1539,2024232,Huron Area Tech Center,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1636744.206470000000000,4669.224435260000000,1538,-83.03806162600,43.79961860040
1540,2034432,USA Schools,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1944536.912830000000000,5406.446787450000000,1539,-83.45667103110,43.69155094850
1541,2034132,LJ Gascho Furniture,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1530320.266040000000000,4489.516571030000000,1540,-83.30801924790,43.78504579960
1542,2017832,Laker High School,Type 2 Provisional Wellhead Protection Area,4/23/2012,,2270869.884800000000000,5582.853604730000000,1541,-83.22177507990,43.81615718170
1543,2034332,Laker Elementary School,Type 2 Provisional Wellhead Protection Area,4/23/2012,,2128842.633690000000000,5503.147668690000000,1542,-83.22759605340,43.81432015660
1544,2019132,USA Schools,Type 2 Provisional Wellhead Protection Area,4/23/2012,,1716243.905190000000000,5217.802893650000000,1543,-83.45491381290,43.69476822530
1545,2006376,Signature Bank,Type 2 Provisional Wellhead Protection Area,11/7/1012,,6022941.326840000000000,9340.337526180000000,1544,-83.08920972560,43.66448789920
1546,2014776,Cole Carbide Industries,Type 2 Provisional Wellhead Protection Area,11/7/1012,,6721679.628640000000000,10362.669133800000000,1545,-83.09821693650,43.60106615960
1547,2000776,Bethany Christian School,Type 2 Provisional Wellhead Protection Area,11/7/1012,,8562393.252950000000000,11693.932179900000000,1546,-83.04005773870,43.52179592920
1548,2017476,Sanilac County FIA,Type 2 Provisional Wellhead Protection Area,11/7/1012,,6402235.508580000000000,9680.711410110000000,1547,-82.83892736370,43.40264304660
1549,2013276,Tubbs Brothers Inc.,Type 2 Provisional Wellhead Protection Area,11/7/1012,,7457400.258770000000000,10515.298554700000000,1548,-82.87793243230,43.41389160820
1550,2002776,Carsonville Port Sanilac High School,Type 2 Provisional Wellhead Protection Area,11/7/1012,,6282558.035190000000000,10273.165943700000000,1549,-82.64506001690,43.42802402620
1551,2003376,Sanilac ISD,Type 2 Provisional Wellhead Protection Area,11/7/1012,,4157990.562750000000000,8185.813254150000000,1550,-82.82358319590,43.31619202280
1552,2015076,Ametek Patriot Sensor Control,Type 2 Provisional Wellhead Protection Area,11/7/1012,,7674427.894110000000000,11766.106720900000000,1551,-82.81736919580,43.22420535730
1553,2021519,Townsend Plaza,Type 2 Provisional Wellhead Protection Area,11/28/2012,,1773757.220510000000000,5853.727535090000000,1552,-84.53643950940,42.98326824240
1554,2021719,K-Mart Corporation # 3804,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2288770.282180000000000,6763.130826590000000,1553,-84.53615761240,42.97519509480
1555,2016819,Clinton County Road Commission,Type 2 Provisional Wellhead Protection Area,11/28/2012,,3711903.643930000000000,10105.529911700000000,1554,-84.54235217920,42.95017454910
1556,2015919,Ovid-Elsie High School,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2916498.523800000000000,6813.814186890000000,1555,-84.38279107650,43.03988139990
1557,2018119,Michigan Milk Producers,Type 2 Provisional Wellhead Protection Area,11/28/2012,,1983208.733340000000000,5997.443018560000000,1556,-84.37550967780,43.01346671610
1558,2006419,East Olive School,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2292542.718130000000000,6813.517031210000000,1557,-84.50709118080,42.89956175760
1559,2005919,Riley Elementary School,Type 2 Provisional Wellhead Protection Area,11/28/2012,,3365410.989240000000000,8580.181794250000000,1558,-84.63819556860,42.88803948010
1560,2025219,St Peter Lutheran Church,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2189531.537880000000000,6225.726086500000000,1559,-84.70262214450,42.91441043130
1561,2024819,Cross Roads Plaza Building,Type 2 Provisional Wellhead Protection Area,11/28/2012,,1854937.506280000000000,6189.441344840000000,1560,-84.53549168760,42.82347177930
1562,2021919,McDonald's # 2133,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2142625.719780000000000,6373.282178450000000,1561,-84.53347283700,42.82148178080
1563,2002919,Wacousta School Cafeteria,Type 2 Provisional Wellhead Protection Area,11/28/2012,,4291473.811360000000000,7673.379399640000000,1562,-84.69487525360,42.82956651360
1564,2026119,Mobil McDonalds,Type 2 Provisional Wellhead Protection Area,11/28/2012,,3476346.936290000000000,7722.818998120000000,1563,-84.73319102330,42.78935343980
1565,2061219,Summit Christian Academy,Type 2 Provisional Wellhead Protection Area,11/28/2012,,1528437.256690000000000,5066.233121150000000,1564,-84.39741784700,42.77532285570
1566,2006819,Pewamo-Westphalia Community Schools,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2805029.294840000000000,6668.044595760000000,1565,-84.83512650480,42.93551588830
1567,2003819,Eureka Elementary School,Type 2 Provisional Wellhead Protection Area,11/28/2012,,3683834.243330000000000,7801.075012450000000,1566,-84.51990148240,43.08973620220
1568,2051919,Pepsi-Cola,Type 2 Provisional Wellhead Protection Area,11/28/2012,,2438742.287000000000000,6150.225325750000000,1567,-84.62846393020,42.77646608160
1569,2001078,Corcoran Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1898461.034310000000000,6939.707085150000000,1568,-84.34491473650,42.78823756390
1570,2020478,Shaftsburg Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2371244.594730000000000,6243.695493460000000,1569,-84.29031541060,42.80077087730
1571,2031878,Signature Ford - Perry,Type 2 Provisional Wellhead Protection Area,11/29/2012,,3120202.858110000000000,7624.003727810000000,1570,-84.22917321240,42.82467940510
1572,2038078,Pfiefle Building,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1678798.959730000000000,6276.857181880000000,1571,-84.20363486250,42.83076900460
1573,2007778,Morrice Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2355390.945970000000000,6984.875236050000000,1572,-84.17863049480,42.83208302940
1574,2007178,Morrice High School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,3467237.737190000000000,8067.770814940000000,1573,-84.17811607180,42.83469360480
1575,2004878,Laingsburg Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1844482.118820000000000,6579.508585380000000,1574,-84.34280944920,42.88916189810
1576,2004778,Laingsburg Middle School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1631809.661050000000000,5532.943573690000000,1575,-84.34372369550,42.88342571580
1577,2004678,First Baptist Church,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1470412.775310000000000,5915.484796250000000,1576,-84.33179379800,42.88153379960
1578,2027278,Laingsburg High School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1464149.898630000000000,5844.546000760000000,1577,-84.33320366090,42.87170084180
1579,2009678,Shiawassee RESD,Type 2 Provisional Wellhead Protection Area,11/29/2012,,3208876.707960000000000,7445.608599780000000,1578,-84.19103047950,42.95579751130
1580,2008578,Crest Marine LLC,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2947742.294200000000000,7022.763292060000000,1579,-84.21030186380,42.94979606040
1581,2013578,Spring Vale Academy,Type 2 Provisional Wellhead Protection Area,11/29/2012,,4233218.691020000000000,8356.966680000000000,1580,-84.23125743630,42.92403005930
1582,2033178,"Owosso Graphic Arts, Inc",Type 2 Provisional Wellhead Protection Area,11/29/2012,,1224808.712400000000000,4903.448902540000000,1581,-84.21587087830,43.00067023370
1583,2008778,Emery Pratt Company,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1323178.744380000000000,5290.550745260000000,1582,-84.21426071110,43.00011353770
1584,2037978,Owosso Twp Water,Type 2 Provisional Wellhead Protection Area,11/29/2012,,3342453.608720000000000,7062.680265390000000,1583,-84.21253414720,42.99387394570
1585,2036278,Health Park Building 200,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2126120.958750000000000,6252.417815440000000,1584,-84.17254474160,43.01058739340
1586,2036378,Health Park Building 300,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1782672.885410000000000,5943.648194090000000,1585,-84.17044298960,43.01170283080
1587,2008878,Viron International Corporation,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1380423.658430000000000,5477.319619380000000,1586,-84.13871277360,43.00792011020
1588,2015178,Owosso East Shop Center,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1082995.921230000000000,4673.894049500000000,1587,-84.13697547770,43.00460909630
1589,2029578,Bloomfield 2005 Inc.,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1074738.832210000000000,4763.703654100000000,1588,-84.12859703300,43.00399572880
1590,2034778,Home Depot # 2772,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1437558.283250000000000,5391.839967710000000,1589,-84.11650475970,43.00675014180
1591,2036078,Applebee's,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1550102.592900000000000,5551.408417420000000,1590,-84.11058563250,43.00493580670
1592,2025178,Signature Ford,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1694970.410480000000000,5960.653136440000000,1591,-84.10698711180,43.00175695930
1593,2025578,Meijer Store 113,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1810088.555140000000000,5435.694678770000000,1592,-84.10949256410,43.00548912200
1594,2001978,Nellie Reed Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,1665366.399970000000000,5969.305162080000000,1593,-84.01966433590,42.94399546060
1595,2003578,Doyle Knight Elementary School,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2738117.039770000000000,7217.500042130000000,1594,-83.92629495540,42.97684286160
1596,2033978,Waste Management,Type 2 Provisional Wellhead Protection Area,11/29/2012,,2011131.832490000000000,6518.709788280000000,1595,-83.93207080880,42.98918812470
1597,2071125,Argentine Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1772155.782770000000000,5666.551686750000000,1596,-83.83351144700,42.78732255010
1598,2147525,Linden Free Methodist Church,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1337519.635440000000000,5003.774729780000000,1597,-83.77664267040,42.82942484360
1599,2156225,Lake Fenton High School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2153150.690900000000000,5914.174257020000000,1598,-83.74924797830,42.83616733050
1600,2070225,Lake Fenton Middle School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1382955.283120000000000,4886.584618250000000,1599,-83.72399555940,42.85438720500
1601,2039425,Southern Lake Campus,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2098560.990440000000000,6204.076449940000000,1600,-83.71380557610,42.85694170560
1602,2145825,Faith City,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1683965.272900000000000,5811.272631710000000,1601,-83.71136011580,42.85663387390
1603,2040625,Torrey Hill Intermediate School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1188395.914450000000000,4685.682351050000000,1602,-83.72505731250,42.84041000520
1604,2068525,West Shore Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1214311.423920000000000,4528.601941220000000,1603,-83.72576618410,42.83802599220
1605,2127225,Contour Fabricators,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1571879.366460000000000,5743.068283600000000,1604,-83.70055693410,42.81355542000
1606,2154225,Peabody Insurance Agency,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2222234.946620000000000,6549.429227810000000,1605,-83.71804449560,42.80362347460
1607,2155725,Webosto,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2473802.113140000000000,7205.411757950000000,1606,-83.72037638040,42.80022301080
1608,2152925,Hall Chrysler Dealer,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2597154.591750000000000,7350.992316040000000,1607,-83.72181431720,42.79821621550
1609,2039725,Lasco Ford,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1964641.724510000000000,6759.391067630000000,1608,-83.71876483140,42.78115917890
1610,2063525,Gaines Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1753361.327190000000000,5943.055233690000000,1609,-83.91515728940,42.86135292490
1611,2064825,Rankin Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1721292.031120000000000,6114.087560610000000,1610,-83.74838825010,42.90803113080
1612,2153425,Bordines's Nursery,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3353614.210160000000000,7722.396114190000000,1611,-83.73663098370,42.88591281850
1613,2145325,Genesee Academy,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2401438.630380000000000,6605.283450440000000,1612,-83.86138582120,42.99300094310
1614,2045225,Dieck Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2513982.585750000000000,7064.851125700000000,1613,-83.86804230860,42.98389824670
1615,2146225,Honey Bear Day Care 2,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2096072.234790000000000,6293.009787970000000,1614,-83.77067649460,42.94489523800
1616,2056825,Atlas Valley Golf Club,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2582642.522550000000000,7109.640775770000000,1615,-83.53058295380,42.93515943980
1617,2120925,Burton Industries,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1950072.489090000000000,7026.345633150000000,1616,-83.49245949620,42.93769723430
1618,2079725,Burkland Inc.,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2030485.457070000000000,7128.442470289990000,1617,-83.49174553300,42.92904401810
1619,2155125,Goodrich Middle School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3197707.378620000000000,8209.300159950000000,1618,-83.52848666720,42.91233204350
1620,2147625,Oaktree Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2679169.511580000000000,7519.010913520000000,1619,-83.52861326940,42.90951818230
1621,2057425,Goodrich High School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2888726.854740000000000,8649.479116000000000,1620,-83.51941269760,42.90580595860
1622,2057325,Reid Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3047733.031820000000000,8151.811003310000000,1621,-83.49065312430,42.91195072940
1623,2160225,Goodrich Plaza,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2660202.451940000000000,7800.029664270000000,1622,-83.48710711380,42.90601782070
1624,2148225,Terry Matlock School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2640208.611130000000000,7972.280886050000000,1623,-83.62141898660,42.87855023580
1625,2149425,King Steel,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2817745.093070000000000,8304.941127580000000,1624,-83.60023358160,42.88946126490
1626,2124525,Fenton Hill Office Plaza,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2400411.229320000000000,6780.418821460000000,1625,-83.69244546100,42.93360327010
1627,2153025,Waretech Industrial Park,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2438937.942740000000000,7547.578988890000000,1626,-83.64281098470,42.91795242350
1628,2127525,Crystal Water Corporation,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3365986.691560000000000,8251.218611930000000,1627,-83.63183977940,42.97125440800
1629,2052325,Atherton Schools - Metzgar,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2404434.055310000000000,7352.862517580000000,1628,-83.60670351990,42.97112773320
1630,2041525,"Michigan Community Services, Inc.",Type 2 Provisional Wellhead Protection Area,12/3/2012,,2711802.234630000000000,7525.255285790000000,1629,-83.56606213580,42.97733004930
1631,2079925,Faith Baptist School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2533563.585850000000000,7394.130532310000000,1630,-83.55295183370,42.97867846640
1632,2044425,Flint Elks #222 Country Club,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1941426.215010000000000,6634.576726280000000,1631,-83.55883700320,42.95492016210
1633,2044525,Gates Elemetary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2468059.063990000000000,6940.909455250000000,1632,-83.54216535520,42.98825988250
1634,2102525,LouHellen Bahai' School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2605777.615110000000000,7454.505233140000000,1633,-83.49745579660,42.97878493370
1635,2042025,Lucky's Steak House,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1963872.067990000000000,6865.798137630000000,1634,-83.50215981500,43.00882580480
1636,2042325,Williams Gun Sight Company,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2802175.702140000000000,7731.114139150000000,1635,-83.54609596040,43.00745091470
1637,2160125,Genova Products,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2870474.210020000000000,7436.747643710000000,1636,-83.56253122440,43.01365124430
1638,2025125,Buffey School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1362670.379010000000000,5208.737515240000000,1637,-83.61788276190,43.07104816360
1639,2022625,Pumpkin Patch Day Care,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1988174.887990000000000,6534.863595400000000,1638,-83.59829194200,43.06686102460
1640,2024125,Armstrong Middle School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2039794.837920000000000,6394.640853360000000,1639,-83.57900384900,43.07792324330
1641,2023925,Fiedler School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1643325.601180000000000,5865.137734180000000,1640,-83.57362108110,43.06711525200
1642,2015525,Florence M Siple Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2337382.712550000000000,7150.268081310000000,1641,-83.51534427440,43.08497509270
1643,2044625,Creative Learning Center,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1749679.093580000000000,6216.627188830000000,1642,-83.52733579880,43.03105916840
1644,2149325,Doodle Bgs Day Care,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1874649.407080000000000,5760.044528480000000,1643,-83.59546772470,43.02905499220
1645,2081625,Southwest Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2674719.127690000000000,7781.500308890000000,1644,-83.52931807060,43.13685012700
1646,2027625,Lakeville High School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2035045.119930000000000,6175.450191790000000,1645,-83.46977061370,43.17266023190
1647,2073825,Lakeville Middle School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1438450.248980000000000,5308.720977810000000,1646,-83.46588426500,43.17458330550
1648,2142025,The Young Learning Center,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2258823.983000000000000,5897.350360340000000,1647,-83.69382813160,43.14448593880
1649,2021525,Moore Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2083162.940830000000000,6359.231001160000000,1648,-83.67647758880,43.13382396460
1650,2150525,Linden Road Center LLC,Type 2 Provisional Wellhead Protection Area,12/3/2012,,2485133.290970000000000,6965.275411970000000,1649,-83.76529188430,43.16560413370
1651,2007625,Community Church of God,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3154570.939740000000000,7092.383338040000000,1650,-83.69614094760,43.17042167180
1652,2146025,Peyton's Learning Place,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1647135.166890000000000,5272.024020680000000,1651,-83.71993062610,43.18549544510
1653,2117425,George A LaCure Elementary School,Type 2 Provisional Wellhead Protection Area,12/3/2012,,3352696.953300000000000,7750.224001630000000,1652,-83.66828143110,43.17953306970
1654,2157525,WEYI 25-TV,Type 2 Provisional Wellhead Protection Area,12/3/2012,,1855120.329020000000000,5737.824810870000000,1653,-83.71336430030,43.21425444790
1655,2078044,Otter Lake Elementary School,Type 2 Provisional Wellhead Protection Area,12/6/2012,,1821740.505800000000000,6384.027297310000000,1654,-83.45008663360,43.21750987240
1656,2017544,Bryan's Market,Type 2 Provisional Wellhead Protection Area,12/6/2012,,3107356.230900000000000,8020.207697380000000,1655,-83.29712231880,43.20301565670
1657,2018344,MK Chambers Company - Plant 1,Type 2 Provisional Wellhead Protection Area,12/6/2012,,2458043.966300000000000,6766.260205580000000,1656,-83.25694939030,43.18465864760
1658,2065244,Seaton Elementary School,Type 2 Provisional Wellhead Protection Area,12/6/2012,,2657590.831560000000000,6736.582988410000000,1657,-83.41829685240,43.08900729760
