OBJECTID,ENTITYID,ENTITYCD,COMMONNM,OFFICIALNM,NAMEUPDT,ENTTYPEID,ENTTYPENM,OPENDATE,CLOSEDATE,STATUS,AUTHGRADES,ACTGRADES,GRADESUPDT,AUTHEDSET,ACTEDSET,EDSETUPDT,ADDRESSID,ADDRTYPEID,STREET,ADDRLINE2,CITY,STATE,ZIP,ADDRUPDT,GEOCODE,CGISTATID,CGISTATDT,XLOCATION,YLOCATION,LATITUDE,LONGITUDE,MIHOUSE,MISENATE,USCONGRESS,BLKGRP,CIVILDIV,FIPSCNTY,COUNTY,DISTCODE,IGNOREFLAG,ROOFTOP,x,y
4865,3269,6149, ,Newaygo County Career Tech Center,5-Oct-08,11,ISD Unique Education Provider,"December 31, 1899",,Open-Active,12-Sep,12-Sep,14-Jul-19,GenEd,GenEd,3-Feb-09,54996,2,4645 WEST CAREER PATHWAY CT, ,FREMONT,MI,49412-8256,6-Jun-10, ,2,6-Jun-10,506569.3992,323991.3995,43.4671,-85.91697,100,34,2, , , , , ,0, ,-9564233.351,5383341.653
4866,3276,1977, ,Fremont Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",26-Jan-09,55004,2,500 WOODROW ST, ,FREMONT,MI,49412-1574,3-Apr-22, ,2,22-Mar-22,503880.7322,323505.1186,43.46275,-85.95021,100,34,2,9705004,30700,123,Newaygo,15150,0, ,-9567933.611,5382674.468
4872,8063,9912, ,Career and Alternative Pathways to Education Center,16-Aug-20,18,LEA School,7-Sep-08,,Open-Active,"KG,1-12","KG,1-12",25-Aug-22,"GenEd,Alt,SpecEd,PCE,FaceVirt","GenEd,Alt,SpecEd,PCE,FaceVirt",26-Sep-22,65249,2,636 PIPESTONE ST, ,BENTON HARBOR,MI,49022-4152,3-Apr-22, ,2,22-Mar-22,463068.2246,172937.2682,42.10635,-86.44542,79,21,6,5001,7520,21,Berrien,4830,0, ,-9623060.136,5176923.495
4873,8077,9924, ,Lighthouse Academy - South Campus,14-Jul-20,26,PSA School,1-Sep-08,,Open-Active,"KG,1-12","KG,1-12",9-Oct-13,"GenEd,Alt,SpecEd,PCE,SuppVirt","GenEd,Alt,SpecEd,PCE,SuppVirt",9-Aug-22,65263,2,3300 36TH ST SE, ,GRAND RAPIDS,MI,49512-2810,3-Apr-22, ,2,22-Mar-22,533740.0561,260858.7084,42.89785,-85.58516,72,26,2,126081,42820,81,Kent,20340,0, ,-9527296.431,5296436.478
4883,7431,9329, ,Maplewood Baptist Academy,5-Oct-08,34,Nonpublic School,24-Aug-03,,Open-Active,"KG-Part, 1-12","KG-Part, 1-12",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,63941,2,3255 W M 80, ,KINROSS,MI,49752-9150,3-Apr-22, ,2,22-Mar-22,620620.0058,635294.7547,46.258737,-84.432945,107,37,1,9708004,43480,33,Chippewa,30360,0,Y,-9399032.444,5821909.396
4885,3312,1571, ,Harlan Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG-Part, 1-5","KG-Part, 1-5",17-Dec-08,"GenEd, SpecEd","GenEd, SpecEd",30-Apr-09,55113,2,3595 N ADAMS RD, ,BLOOMFIELD HILLS,MI,48304-3708,3-Apr-22, ,2,22-Mar-22,728969.539,228238.2357,42.570043,-83.208381,40,12,9,1505002,9110,125,Oakland,5850,0,Y,-9262714.603,5246755.316
4886,3319,9074, ,Ferndale Middle School,5-Oct-08,18,LEA School,25-Aug-02,,Open-Active,8-Jun,8-Jun,30-Jun-16,"GenEd, SpecEd","GenEd, SpecEd",5-Mar-09,55119,2,725 PINECREST DR, ,FERNDALE,MI,48220-2356,3-Apr-22, ,2,22-Mar-22,734234.2437,215442.232,42.453284,-83.149591,27,11,9,1733002,27880,125,Oakland,14280,0,Y,-9256170.13,5229122.896
4888,3355,2034, ,Royal Oak High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,23-Sep-20,"GenEd,Alt,SpecEd,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",16-Sep-20,55159,2,1500 LEXINGTON BLVD, ,ROYAL OAK,MI,48073-2475,3-Apr-22, ,2,22-Mar-22,732922.2507,223199.8772,42.523501,-83.162337,26,13,9,1832001,70040,125,Oakland,30300,0,Y,-9257589.008,5239722.803
4889,3362,4264, ,Alfred E. Upton Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",19-Aug-19,"GenEd,Alt,SpecEd,SchlChoice,Tuit","GenEd,Alt,SpecEd,SchlChoice,Tuit",22-Sep-21,55167,2,4400 MANDALAY AVE, ,ROYAL OAK,MI,48073-1622,3-Apr-22, ,2,22-Mar-22,730946.6975,223755.9571,42.529107,-83.186145,26,13,9,1833002,70040,125,Oakland,30300,0,Y,-9260239.303,5240569.594
4890,3369,2974, ,Pattengill Elementary School,28-Nov-18,18,LEA School,"December 31, 1899",,Open-Active,"DevK,DevK-Part,KG,KG-Part,1-5","DevK,KG,1-5",5-Nov-20,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,Alt,SpecEd,SuppVirt",24-Sep-20,55173,2,3540 MORRISON AVE, ,BERKLEY,MI,48072-1459,3-Apr-22, ,2,22-Mar-22,730269.2643,221510.1217,42.5091,-83.195305,27,13,9,1701001,7660,125,Oakland,5010,0,Y,-9261258.989,5237547.868
4891,3376,24, ,Adlai Stevenson Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",29-Sep-19,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",9-Feb-09,55181,2,27777 LAHSER RD, ,SOUTHFIELD,MI,48034-4751,3-Apr-22, ,2,22-Mar-22,724742.0017,219495.3416,42.492615,-83.263344,35,11,14,1608001,74900,125,Oakland,32310,0,Y,-9268833.056,5235058.809
4892,3405,5558, ,Wing Lake Developmental Center,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-12","KG,1-12",23-Jul-12,"GenEd,PK,SpecEd,SpecEdCtPr,SuppVirt","GenEd,PK,SpecEd,SpecEdCtPr,SuppVirt",20-Sep-20,55219,2,6490 WING LAKE RD, ,BLOOMFIELD HILLS,MI,48301-1538,3-Apr-22, ,2,22-Mar-22,721788.982,225186.5419,42.5447,-83.29702,40,12,9,1508002,9110,125,Oakland,6090,0, ,-9272581.851,5242925.329
4893,3412,5076, ,Eastover Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-3","DevK,KG,1-3",7-Nov-21,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",20-Sep-20,55225,2,1101 WESTVIEW RD, ,BLOOMFIELD HILLS,MI,48304-2071,3-Apr-22, ,2,22-Mar-22,728351.9116,231294.6396,42.597735,-83.214661,40,12,9,1504001,9110,125,Oakland,6090,0,Y,-9263413.689,5250942.077
4903,9540,9989, ,KND Elementary,7-Jul-09,18,LEA School,30-Jun-09,,Open-Active,"KG,1-6","KG,1-6",1-Oct-15,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",7-Mar-21,71947,2,4400 HIGHBRIDGE RD, ,BRETHREN,MI,49619,3-Apr-22, ,2,22-Mar-22,498064.2149,416845.1077,44.303127,-86.022291,101,35,1,5002,22320,101,Manistee,20010,0,Y,-9575957.631,5512472.246
4914,4313,4413, ,Sampson-Webber Leadership Academy,23-Aug-18,18,LEA School,"December 31, 1899",,Open-Active,"KG, 1-8","KG, 1-8",12-Jul-09,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",27-Sep-20,57137,2,4700 TIREMAN ST, ,DETROIT,MI,48204-4243,3-Apr-22, ,2,22-Mar-22,737258.1642,204508.4903,42.35395,-83.11742,5,4,13,5336003,22000,163,Wayne,1103,0, ,-9252588.871,5214147.784
4923,7474,9372, ,Hazel Park Junior High School,5-Oct-08,18,LEA School,4-Jan-04,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",27-Sep-20,64470,2,22770 HIGHLAND AVE, ,HAZEL PARK,MI,48030-1803,3-Apr-22, ,2,22-Mar-22,738369.4338,216298.4687,42.459711,-83.098976,27,11,9,1752004,37420,125,Oakland,18030,0,Y,-9250535.694,5230092.616
4927,7531,9427, ,Countryside Academy - Elementary,17-Jul-14,26,PSA School,31-Jul-97,,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",5-Feb-20,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",2-Sep-20,64530,2,4821 NORTH ST, ,BENTON HARBOR,MI,49022,3-Apr-22, ,2,22-Mar-22,471732.9233,174796.8375,42.12341,-86.34074,79,21,6,24001,7400,21,Berrien,4830,0, ,-9611407.212,5179483.627
4929,7574,9457, ,American Montessori Academy Elementary,17-Oct-16,26,PSA School,12-Sep-04,,Open-Active,"KG,1","KG,1",15-Jul-18,"GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",8-Sep-20,64580,2,14800 MIDDLEBELT RD, ,LIVONIA,MI,48154-4031,3-Apr-22, ,2,22-Mar-22,719338.6839,208240.6018,42.392889,-83.333425,19,7,11,5582003,49000,163,Wayne,21840,0,Y,-9276634.437,5220015.213
4930,7581,9462, ,Detroit Enterprise Academy,5-Oct-08,26,PSA School,23-Aug-04,,Open-Active,"KG, 1-8","KG, 1-8",15-Jan-09,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,64584,2,11224 KERCHEVAL ST, ,DETROIT,MI,48214-3323,3-Apr-22, ,2,22-Mar-22,749050.9556,206567.8994,42.36874,-82.97343,2,1,14,5136001,22000,163,Wayne,1103,0, ,-9236559.977,5216375.951
4936,9625,130, ,Three Lakes Academy,7-Sep-09,26,PSA School,7-Sep-09,,Open-Active,"KG,1-6","KG,1-6",6-Sep-21,"GenEd,PK,Alt,SpecEd,PCE","GenEd,PK,Alt,SpecEd,PCE",3-Nov-16,72168,2,W17540 MAIN ST, ,CURTIS,MI,49820-9655,2-Mar-15, ,2,23-May-11,518069.6,627916.2,46.20283,-85.76369,107,37,1,9503001,65600,97,MACKINAC,25350,0, ,-9547170.299,5812912.661
4942,3419,699, ,Clarenceville Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",2-Sep-20,55231,2,20210 MIDDLEBELT RD, ,LIVONIA,MI,48152-2002,3-Apr-22, ,2,22-Mar-22,718988.7244,213051.7462,42.436293,-83.335812,19,7,11,5561002,49000,163,Wayne,9840,0,Y,-9276900.157,5226559.733
4943,3455,2317, ,Madison High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",29-Oct-09,55273,2,915 E 11 MILE RD, ,MADISON HEIGHTS,MI,48071-3721,3-Apr-22, ,2,22-Mar-22,738488.3317,219866.2733,42.491781,-83.096026,26,11,9,1813002,50560,125,Oakland,22290,0,Y,-9250207.301,5234932.901
4944,3462,4227, ,Troy Union Elementary School,5-Oct-08,18,LEA School,31-Aug-25,,Open-Active,"KG,1-5","KG,1-5",14-Sep-17,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",26-Jan-09,55281,2,1340 E SQUARE LAKE RD, ,TROY,MI,48085-3399,3-Apr-22, ,2,22-Mar-22,735915.3271,232517.3376,42.606432,-83.12202,41,13,11,1961002,80700,125,Oakland,34260,0,Y,-9253100.94,5252257.362
4946,3505,170, ,Bailey Lake Elementary  School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",8-Sep-19,"GenEd, SpecEd","GenEd, SpecEd",20-May-09,55329,2,8051 PINE KNOB RD, ,CLARKSTON,MI,48348-3730,3-Apr-22, ,2,22-Mar-22,714907.6393,248556.1809,42.757012,-83.371816,43,12,8,1270001,40400,125,Oakland,9900,0,Y,-9280908.104,5275059.427
4947,3512,2132, ,J.A. Lanigan Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",30-Jun-16,"GenEd, SpecEd","GenEd, SpecEd",23-Oct-10,55337,2,23800 TUCK RD, ,FARMINGTON HILLS,MI,48336-2769,3-Apr-22, ,2,22-Mar-22,718004.847,216533.5209,42.467913,-83.346424,37,11,14,1675002,27440,125,Oakland,14070,0,Y,-9278081.479,5231330.298
4948,3519,1204, ,Farmington High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd, SpecEd","GenEd, SpecEd",16-Dec-08,55343,2,32000 SHIAWASSEE RD, ,FARMINGTON,MI,48336-3251,3-Apr-22, ,2,22-Mar-22,716810.911,216031.9488,42.463739,-83.361131,37,11,11,1650001,27380,125,Oakland,14070,0,Y,-9279718.655,5230700.421
4950,3562,4414, ,Webber School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",19-Sep-18,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice",26-Sep-22,55395,2,3191 W CLARKSTON RD, ,LAKE ORION,MI,48362-2055,3-Apr-22, ,2,22-Mar-22,720262.0604,249665.3864,42.76546,-83.30599,46,12,8,1282001,61100,125,Oakland,20730,0, ,-9273580.387,5276340.332
4954,7674,9552, ,Martin G. Atkins Elementary School,5-Oct-08,18,LEA School,30-Jun-05,,Open-Active,5-Feb,5-Feb,1-Jul-19,"GenEd,SpecEd,SchlChoice,BSAS,SuppVirt","GenEd,SpecEd,SchlChoice,BSAS,SuppVirt",13-May-21,64686,2,3675 SOUTHFIELD DR, ,SAGINAW,MI,48601-5654,3-Apr-22, ,2,22-Mar-22,669518.5752,315146.5089,43.36798,-83.90574,95,32,5,116001,10460,145,Saginaw,6780,0, ,-9340344.251,5368150.94
4956,7688,9566, ,CHS-Horizons School,5-Oct-08,18,LEA School,30-Jun-05,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,PCE","GenEd,Alt,SpecEd,SchlChoice,PCE",7-Nov-16,64698,2,110 STANTON AVE, ,MOHAWK,MI,49950,3-Apr-22, ,2,22-Mar-22,321454.6567,753095.9756,47.30562,-88.35996,110,38,1,1002,1520,83,Keweenaw,7690,0, ,-9836185.754,5992102.493
4961,4456,1803, ,Hutchinson Elementary-Middle School,27-Jul-11,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",13-Sep-10,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",28-Sep-20,57649,2,2600 GARLAND ST, ,DETROIT,MI,48214-4037,3-Apr-22, ,2,22-Mar-22,748259.3287,206654.3099,42.369776,-82.983003,2,1,14,5139002,22000,163,Wayne,1103,0,Y,-9237625.639,5216532.048
4962,4483,542, ,Carstens Elementary-Middle School,25-Jul-11,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",28-Aug-11,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",7-Sep-20,57694,2,13000 ESSEX AVE, ,DETROIT,MI,48215-3243,3-Apr-22, ,2,22-Mar-22,751188.62,206082.5885,42.363677,-82.947707,2,1,14,5137003,22000,163,Wayne,1103,0,Y,-9233696.506,5215613.132
4964,4513,1084, ,Edison Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG-Part, 1-5","KG-Part, 1-5",17-Dec-08,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",27-Sep-20,57864,2,17045 GRAND RIVER AVE, ,DETROIT,MI,48227-1424,3-Apr-22, ,2,22-Mar-22,729191.3086,209124.1304,42.39795,-83.213437,8,5,13,5425003,22000,163,Wayne,1103,0,Y,-9263277.434,5220778.085
4965,4547,1552, ,Palmer Park Preparatory Academy,13-Sep-10,18,LEA School,31-Aug-01,,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",28-Sep-20,57719,2,3901 MARGARETA ST, ,DETROIT,MI,48221-2260,3-Apr-22, ,2,22-Mar-22,735236.5882,212657.4466,42.42791,-83.13857,3,4,14,5384002,22000,163,Wayne,1103,0, ,-9254943.278,5225295.379
4968,4583,2356, ,Maples Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",26-Sep-18,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",1-Oct-20,57759,2,6801 MEAD ST, ,DEARBORN,MI,48126-1736,3-Apr-22, ,2,22-Mar-22,731254.6678,202774.6263,42.34018,-83.19097,9,3,12,5739001,21000,163,Wayne,11600,0, ,-9260776.419,5212073.754
4970,3605,5239, ,Long Meadow Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",3-Nov-21,"GenEd,PK,SpecEd,Tuit,SuppVirt","GenEd,SpecEd,Tuit,SuppVirt",29-Sep-20,55815,2,450 ALLSTON DR, ,ROCHESTER HILLS,MI,48309-1630,3-Apr-22, ,2,22-Mar-22,732367.2221,241517.9599,42.68852,-83.16152,45,13,8,1924004,69035,125,Oakland,29940,0, ,-9257498.06,5264680.951
4971,3612,6270, ,University Hills Elem. School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",26-Oct-20,"GenEd,PK,SpecEd,Tuit,SuppVirt","GenEd,PK,SpecEd,Tuit,SuppVirt",29-Sep-20,55473,2,600 CROYDON RD, ,ROCHESTER HILLS,MI,48309-2590,3-Apr-22, ,2,22-Mar-22,732214.2755,239352.9583,42.66909,-83.16428,45,13,8,1931002,69035,125,Oakland,29940,0, ,-9257805.302,5261738.841
4972,3619,711, ,Clawson Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,16-Aug-21,"GenEd,SpecEd,SpecEdCtPr,SchlChoice,SuppVirt","GenEd,SpecEd,SpecEdCtPr,SchlChoice,SuppVirt",29-Sep-21,55479,2,150 JOHN M AVE, ,CLAWSON,MI,48017-1514,3-Apr-22, ,2,22-Mar-22,733942.8459,224705.2811,42.536737,-83.149295,41,13,11,1801002,16160,125,Oakland,9930,0,Y,-9256137.179,5241722.234
4975,3669,5048, ,Knudsen Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG, 1-5","KG, 1-5",16-Feb-09,"Alt, GenEd, SchlChoice, SpecEd, SpecEdCtPr","Alt, GenEd, SchlChoice, SpecEd, SpecEdCtPr",3-Nov-10,55841,2,5449 CRESCENT RD, ,WATERFORD,MI,48327-2719,3-Apr-22, ,2,22-Mar-22,713473.9649,235508.3765,42.63998,-83.39431,43,14,11,1451001,84240,125,Oakland,35310,0, ,-9283412.124,5257332.696
4977,3712,5232, ,Pine River Area Elementary School,2-Jul-13,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-3","KG,1-3",2-Jul-13,"GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",13-May-21,55873,2,408 W GILBERT ST, ,LEROY,MI,49655-8171,3-Apr-22, ,2,22-Mar-22,543302.3579,387607.8179,44.038581,-85.457608,102,35,4,9702004,47120,133,Osceola,28200,0,Y,-9513097.407,5471414.624
4986,9840,494, ,Grand Rapids Christian Elementary School,25-Aug-10,34,Nonpublic School,15-Aug-10,,Open-Active,"KG,KG-Part,1-5","KG,KG-Part,1-5",25-Aug-10,"GenEd, PK","GenEd, PK",25-Aug-10,72718,2,1050 IROQUOIS DR SE, ,GRAND RAPIDS,MI,49506,3-Apr-22, ,2,22-Mar-22,529799.6276,265933.5376,42.94372,-85.63313,76,29,3,33003,34000,81,Kent,16440,0, ,-9532636.427,5303409.377
4995,7881,9740, ,Royal Oak Middle School,5-Oct-08,18,LEA School,30-Jun-07,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",22-Sep-21,65850,2,709 N WASHINGTON AVE, ,ROYAL OAK,MI,48067-1735,3-Apr-22, ,2,22-Mar-22,734208.9618,220028.1222,42.494563,-83.147998,26,13,9,1841002,70040,125,Oakland,30300,0,Y,-9255992.798,5235352.902
4996,3719,3170, ,G.T. Norman Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-4","KG,1-4",16-Jul-20,"GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt",7-Sep-20,55879,2,338 W LINCOLN AVE, ,REED CITY,MI,49677-1116,3-Apr-22, ,2,22-Mar-22,538848.4584,369096.9918,43.872175,-85.514581,102,35,4,9706002,67820,133,Osceola,29490,0,Y,-9519439.612,5445682.232
5000,3805,8805, ,Riley Street Middle School,5-Oct-08,18,LEA School,31-Aug-00,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",2-Sep-20,55973,2,2745 RILEY ST, ,HUDSONVILLE,MI,49426-9602,3-Apr-22, ,2,22-Mar-22,512021.319,252784.7312,42.82587,-85.85137,90,30,2,230012,41520,139,Ottawa,18840,0, ,-9556930.792,5285504.931
5001,3812,1892, ,Jeffers Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-4","DevK,KG,1-4",8-Oct-20,"GenEd, PK, SchlChoice, SpecEd","GenEd, PK, SchlChoice, SpecEd",14-Sep-14,55979,2,16031 144TH AVE, ,SPRING LAKE,MI,49456-9281,3-Apr-22, ,2,22-Mar-22,487968.2723,278819.33,43.06036,-86.14606,89,30,2,205011,75840,139,Ottawa,32550,0, ,-9589735.533,5321163.772
5002,3819,8350, ,Cityside Middle School,5-Oct-08,18,LEA School,2-Dec-96,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",31-Aug-20,56019,2,320 E MAIN AVE, ,ZEELAND,MI,49464-1324,3-Apr-22, ,2,22-Mar-22,498934.8313,251250.1297,42.81219,-86.01145,90,30,2,229004,89260,139,Ottawa,36660,0, ,-9574750.816,5283428.8
5005,9859,499, ,Madison Academy - High School,14-Sep-10,26,PSA School,6-Sep-10,,Open-Active,12-Sep,12-Sep,9-Jan-13,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",2-Sep-20,72759,2,3266 S GENESEE RD, ,BURTON,MI,48519,3-Apr-22, ,2,22-Mar-22,694355.4129,273204.0336,42.98442,-83.61422,50,27,5,114011,12060,49,Genesee,3540,0, ,-9307892.394,5309600.713
5013,9976,726, ,Suttons Bay Virtual School,28-Apr-11,18,LEA School,5-Sep-11,,Open-Active,"KG,KG-Part,1-12","KG,KG-Part,1-12",11-Nov-12,"GenEd,Alt,SpecEd,FTVirtual,SchlChoice","GenEd,Alt,SpecEd,FTVirtual,SchlChoice",16-May-21,73020,2,310 S ELM ST, ,SUTTONS BAY,MI,49682-5112,3-Apr-22, ,2,22-Mar-22,526929.2198,490989.643,44.970089,-85.656477,101,35,1,9702002,77620,89,Leelanau,33360,0,Y,-9535235.403,5616813.84
5016,7931,9787, ,Clara B. Ford Academy (SDA),5-Oct-08,26,PSA School,5-Sep-07,,Open-Active,12-May,12-May,23-Apr-09,"GenEd,Alt,SpecEd,RCCI,SuppVirt","GenEd,Alt,SpecEd,RCCI,SuppVirt",8-Sep-20,65347,2,20651 WEST WARREN ST, ,DEARBORN HEIGHTS,MI,48127-2622,12-Mar-12, ,2,18-May-11,727008.9,202927.2,42.34285,-83.24277,11,5,13,5715001,21020,163,WAYNE,11600,0, ,-9266542.769,5212475.873
5023,8067,9915, ,Detroit Cristo Rey High School,5-Oct-08,34,Nonpublic School,27-Aug-08,,Open-Active,12-Sep,12-Sep,5-Oct-08,GenEd,GenEd,29-Apr-09,65495,2,5679 W VERNOR HWY, ,DETROIT,MI,48209-2157,3-Apr-22, ,2,22-Mar-22,738623.8879,200491.5196,42.31737,-83.10253,6,2,14,5232002,22000,163,Wayne,1103,0, ,-9250931.323,5208639.125
5024,1394,1096, ,Edwardsburg High School,5-Oct-08,18,LEA School,31-Jul-71,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",8-Mar-21,50681,2,69358 SECTION ST, ,EDWARDSBURG,MI,49112-9655,3-Apr-22, ,2,22-Mar-22,492393.6161,137909.3104,41.791638,-86.090647,78,21,6,18005,60900,27,Cass,12990,0,Y,-9583566.986,5129818.747
5025,1443,6068, ,Sault Area High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Aug,12-Aug,13-Oct-20,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",29-Oct-09,50771,2,904 MARQUETTE AVE, ,SAULT SAINTE MARIE,MI,49783-3301,3-Apr-22, ,2,22-Mar-22,626752.3873,659977.2497,46.479638,-84.346751,107,37,1,9705001,71740,33,Chippewa,30990,0,Y,-9389437.371,5857547.539
5026,1444,2264, ,Sault Area Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,10-May,10-May,13-Oct-20,"Alt, GenEd, SpecEd","Alt, GenEd, SpecEd",31-Aug-10,50773,2,684 MARQUETTE AVE, ,SAULT SAINTE MARIE,MI,49783-3103,3-Apr-22, ,2,22-Mar-22,626824.2419,659973.5713,46.479592,-84.345816,107,37,1,9705001,71740,33,Chippewa,30990,0,Y,-9389333.288,5857540.103
5027,1479,8806, ,Herbison Woods Elementary School,5-Oct-08,18,LEA School,7-Aug-00,,Open-Active,6-Apr,5-Apr,2-Jul-18,"GenEd,Alt,SpecEd,SchlChoice","GenEd,Alt,SpecEd,SchlChoice",19-Oct-15,50811,2,3147 W HERBISON RD, ,DEWITT,MI,48820-9072,3-Apr-22, ,2,22-Mar-22,615636.5672,253393.1769,42.822337,-84.583778,93,24,4,101081,22120,37,Clinton,11550,0,Y,-9415823.096,5284968.705
5028,1493,2919, ,Ovid-Elsie Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,26-Aug-15,"GenEd, SpecEd","GenEd, SpecEd",20-May-09,50827,2,4041 N HOLLISTER RD, ,ELSIE,MI,48831-9723,3-Apr-22, ,2,22-Mar-22,631219.7553,278510.8167,43.04591,-84.38718,93,24,4,107022,23460,37,Clinton,27150,0, ,-9393937.907,5318962.43
5029,1494,3019, ,Pewamo-Westphalia Elementary School,4-Nov-14,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",19-Sep-18,"GenEd, PK, SchlChoice, SpecEd","GenEd, PK, SchlChoice, SpecEd",18-Jan-09,50829,2,430 W JEFFERSON ST, ,PEWAMO,MI,48873-9787,3-Apr-22, ,2,22-Mar-22,593358.7831,272803.8059,43.00024,-84.85296,87,19,3,301005,49920,67,Ionia,27960,0, ,-9445788.3,5312008.377
